tx_id,date,amount,currency,category,merchant,description
TX000982,2025-08-21,2385.03,RUB,utilities,Мосэнергосбыт,Покупка в Мосэнергосбыт
TX000711,2025-08-22,2230.59,RUB,food,Магнит,Покупка в Магнит
TX000866,2025-08-22,23859.35,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000041,2025-08-23,971.09,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000051,2025-08-23,1536.69,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000061,2025-08-23,1746.48,RUB,other,Перевод,Покупка в Перевод
TX000746,2025-08-23,478.72,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000918,2025-08-23,2606.74,RUB,utilities,Мобильный оператор,Покупка в Мобильный оператор
TX000949,2025-08-25,20690.19,RUB,shopping,Lamoda,Покупка в Lamoda
TX000310,2025-08-26,2294.35,RUB,shopping,Wildberries,Покупка в Wildberries
TX000460,2025-08-26,4998.06,RUB,food,Магнит,Покупка в Магнит
TX000521,2025-08-26,2547.21,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000605,2025-08-26,7494.1,RUB,other,Перевод,Покупка в Перевод
TX000843,2025-08-26,4437.34,RUB,food,Магнит,Покупка в Магнит
TX000893,2025-08-26,3200.44,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000190,2025-08-27,1411.9,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000515,2025-08-27,4990.99,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000974,2025-08-27,13156.25,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000240,2025-08-29,740.06,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000499,2025-08-29,1798.6,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000936,2025-08-29,1393.7,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000571,2025-08-30,5923.75,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000797,2025-08-30,1373.85,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000216,2025-08-31,2910.26,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000395,2025-08-31,1685.45,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000609,2025-08-31,1042.35,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000144,2025-09-01,21863.35,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000278,2025-09-01,24224.86,RUB,shopping,Lamoda,Покупка в Lamoda
TX000486,2025-09-01,29881.1,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000803,2025-09-02,782.37,RUB,other,Снятие наличных,Покупка в Снятие наличных
TX000127,2025-09-03,1988.91,RUB,entertainment,Кинопоиск,Покупка в Кинопоиск
TX000169,2025-09-03,1370.54,RUB,food,Магнит,Покупка в Магнит
TX000578,2025-09-03,7834.38,RUB,health,Аптека Ригла,Покупка в Аптека Ригла
TX000824,2025-09-03,1972.09,RUB,entertainment,Театр.ру,Покупка в Театр.ру
TX000258,2025-09-04,829.54,RUB,entertainment,Боулинг,Покупка в Боулинг
TX000674,2025-09-04,329.2,RUB,food,Лента,Покупка в Лента
TX000697,2025-09-04,2246.57,RUB,food,Лента,Покупка в Лента
TX000099,2025-09-05,1597.65,RUB,utilities,Мосэнергосбыт,Покупка в Мосэнергосбыт
TX000164,2025-09-05,3250.81,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000516,2025-09-05,3839.74,RUB,entertainment,Okko,Покупка в Okko
TX000309,2025-09-06,15882.81,RUB,shopping,М.Видео,Покупка в М.Видео
TX000742,2025-09-06,4520.13,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000968,2025-09-06,2689.25,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000244,2025-09-07,1048.41,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000980,2025-09-07,7603.17,RUB,health,Здоровье плюс,Покупка в Здоровье плюс
TX000033,2025-09-08,1360.82,RUB,transport,Метро,Покупка в Метро
TX000063,2025-09-08,869.09,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000289,2025-09-08,851.19,RUB,food,Лента,Покупка в Лента
TX000296,2025-09-08,4755.25,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000315,2025-09-08,1638.61,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000556,2025-09-08,2495.27,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000452,2025-09-09,4293.57,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000693,2025-09-09,2971.38,RUB,entertainment,Wink,Покупка в Wink
TX000820,2025-09-09,10124.42,RUB,shopping,М.Видео,Покупка в М.Видео
TX000462,2025-09-10,3283.23,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000362,2025-09-11,3111.55,RUB,entertainment,Боулинг,Покупка в Боулинг
TX000394,2025-09-11,18512.56,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000655,2025-09-11,1099.48,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000907,2025-09-11,4849.71,RUB,shopping,DNS,Покупка в DNS
TX000898,2025-09-12,1171.26,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000252,2025-09-13,26241.09,RUB,shopping,М.Видео,Покупка в М.Видео
TX000293,2025-09-13,1242.89,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000717,2025-09-13,21449.2,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000128,2025-09-14,18065.84,RUB,shopping,DNS,Покупка в DNS
TX000195,2025-09-14,2025.81,RUB,food,Лента,Покупка в Лента
TX000525,2025-09-14,3529.0,RUB,other,Перевод,Покупка в Перевод
TX000925,2025-09-14,845.05,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000364,2025-09-15,1016.8,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000762,2025-09-15,2705.07,RUB,entertainment,Боулинг,Покупка в Боулинг
TX000046,2025-09-16,1984.65,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000207,2025-09-16,27675.18,RUB,shopping,DNS,Покупка в DNS
TX000878,2025-09-16,670.74,RUB,health,Аптека Ригла,Покупка в Аптека Ригла
TX000784,2025-09-17,9650.0,RUB,shopping,Wildberries,Покупка в Wildberries
TX000662,2025-09-18,503.68,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000887,2025-09-18,991.99,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000973,2025-09-18,778.8,RUB,entertainment,Кинопоиск,Покупка в Кинопоиск
TX000981,2025-09-18,15961.47,RUB,shopping,DNS,Покупка в DNS
TX000667,2025-09-20,1376.65,RUB,transport,Метро,Покупка в Метро
TX000685,2025-09-20,9660.6,RUB,other,Снятие наличных,Покупка в Снятие наличных
TX000146,2025-09-21,610.61,RUB,entertainment,Кинопоиск,Покупка в Кинопоиск
TX000728,2025-09-21,18502.72,RUB,shopping,М.Видео,Покупка в М.Видео
TX000744,2025-09-21,1977.29,RUB,health,СМ-Клиника,Покупка в СМ-Клиника
TX000749,2025-09-21,2976.33,RUB,transport,Яндекс.Такси,Покупка в Яндекс.Такси
TX000088,2025-09-22,2848.07,RUB,food,Магнит,Покупка в Магнит
TX000129,2025-09-22,26814.6,RUB,shopping,М.Видео,Покупка в М.Видео
TX000591,2025-09-22,3942.96,RUB,utilities,Мосэнергосбыт,Покупка в Мосэнергосбыт
TX000262,2025-09-23,6425.49,RUB,other,Снятие наличных,Покупка в Снятие наличных
TX000723,2025-09-23,16617.42,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000325,2025-09-24,4393.32,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000411,2025-09-24,2552.86,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000569,2025-09-24,2654.37,RUB,shopping,DNS,Покупка в DNS
TX000757,2025-09-24,4122.12,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000944,2025-09-24,19460.84,RUB,shopping,М.Видео,Покупка в М.Видео
TX000149,2025-09-25,8708.57,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000573,2025-09-25,19553.48,RUB,shopping,М.Видео,Покупка в М.Видео
TX000005,2025-09-26,3566.36,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000336,2025-09-26,1232.64,RUB,food,Лента,Покупка в Лента
TX000799,2025-09-26,3040.46,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000812,2025-09-26,4918.96,RUB,food,Лента,Покупка в Лента
TX000844,2025-09-26,2038.47,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000914,2025-09-26,4824.34,RUB,health,Медицина,Покупка в Медицина
TX000593,2025-09-27,9902.67,RUB,shopping,DNS,Покупка в DNS
TX000926,2025-09-27,2374.53,RUB,health,Здоровье плюс,Покупка в Здоровье плюс
TX000137,2025-09-28,1673.57,RUB,transport,Метро,Покупка в Метро
TX000274,2025-09-28,1768.25,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000291,2025-09-28,2207.14,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000404,2025-09-28,7464.63,RUB,health,Здоровье плюс,Покупка в Здоровье плюс
TX000779,2025-09-28,2936.73,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000530,2025-09-29,451.96,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000620,2025-09-29,4703.86,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000658,2025-09-29,395.02,RUB,health,СМ-Клиника,Покупка в СМ-Клиника
TX000676,2025-10-01,6606.03,RUB,health,Аптека Ригла,Покупка в Аптека Ригла
TX000716,2025-10-01,6565.39,RUB,other,Подписка,Покупка в Подписка
TX000053,2025-10-02,23646.27,RUB,shopping,Ozon,Покупка в Ozon
TX000174,2025-10-02,1827.46,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000056,2025-10-04,3403.33,RUB,shopping,М.Видео,Покупка в М.Видео
TX000208,2025-10-04,1659.64,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000983,2025-10-04,578.16,RUB,transport,Uber,Покупка в Uber
TX000021,2025-10-05,4064.22,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000334,2025-10-05,2918.34,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000492,2025-10-05,11295.15,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000679,2025-10-05,2500.33,RUB,food,Лента,Покупка в Лента
TX000833,2025-10-05,1306.51,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000026,2025-10-06,26985.78,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000432,2025-10-06,2297.37,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000684,2025-10-06,3451.87,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000295,2025-10-07,1140.15,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000538,2025-10-07,5984.44,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000629,2025-10-07,1483.16,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000646,2025-10-07,2869.09,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000778,2025-10-07,4753.66,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000523,2025-10-08,11700.98,RUB,shopping,DNS,Покупка в DNS
TX000501,2025-10-09,1728.94,RUB,food,Лента,Покупка в Лента
TX000672,2025-10-09,3195.63,RUB,health,Здоровье плюс,Покупка в Здоровье плюс
TX000819,2025-10-09,4284.39,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000381,2025-10-10,2125.59,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000700,2025-10-11,3757.12,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000375,2025-10-12,4606.1,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000853,2025-10-12,17482.92,RUB,shopping,Ozon,Покупка в Ozon
TX000029,2025-10-13,4892.35,RUB,health,СМ-Клиника,Покупка в СМ-Клиника
TX000405,2025-10-13,1995.02,RUB,food,Лента,Покупка в Лента
TX000444,2025-10-14,1958.38,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000483,2025-10-14,1593.02,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000549,2025-10-14,325.27,RUB,entertainment,Театр.ру,Покупка в Театр.ру
TX000715,2025-10-14,1451.69,RUB,other,Снятие наличных,Покупка в Снятие наличных
TX000758,2025-10-14,2589.44,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000264,2025-10-15,1155.87,RUB,other,Снятие наличных,Покупка в Снятие наличных
TX000397,2025-10-15,7717.44,RUB,other,Снятие наличных,Покупка в Снятие наличных
TX000113,2025-10-16,3391.66,RUB,food,Магнит,Покупка в Магнит
TX000347,2025-10-16,950.07,RUB,entertainment,Wink,Покупка в Wink
TX000579,2025-10-16,13011.78,RUB,shopping,DNS,Покупка в DNS
TX000574,2025-10-17,1400.76,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000600,2025-10-17,490.69,RUB,entertainment,Театр.ру,Покупка в Театр.ру
TX000678,2025-10-17,3633.13,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000738,2025-10-18,19020.48,RUB,shopping,Lamoda,Покупка в Lamoda
TX000254,2025-10-19,950.77,RUB,transport,Яндекс.Такси,Покупка в Яндекс.Такси
TX000320,2025-10-19,2028.81,RUB,transport,Метро,Покупка в Метро
TX000622,2025-10-19,2627.52,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000709,2025-10-19,761.35,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000975,2025-10-19,1647.97,RUB,transport,Яндекс.Такси,Покупка в Яндекс.Такси
TX000283,2025-10-20,4147.6,RUB,food,Магнит,Покупка в Магнит
TX000815,2025-10-20,4354.66,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000078,2025-10-21,5335.99,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000610,2025-10-21,27472.75,RUB,shopping,Lamoda,Покупка в Lamoda
TX000504,2025-10-22,3318.27,RUB,entertainment,Wink,Покупка в Wink
TX000740,2025-10-22,906.85,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000759,2025-10-22,695.37,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000806,2025-10-22,2167.9,RUB,health,Медицина,Покупка в Медицина
TX000275,2025-10-23,3975.26,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000012,2025-10-25,7117.98,RUB,health,Медицина,Покупка в Медицина
TX000039,2025-10-25,424.42,RUB,transport,Яндекс.Такси,Покупка в Яндекс.Такси
TX000385,2025-10-25,2232.35,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000418,2025-10-26,15942.79,RUB,shopping,Wildberries,Покупка в Wildberries
TX000751,2025-10-26,370.69,RUB,transport,Метро,Покупка в Метро
TX000714,2025-10-27,1896.29,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000846,2025-10-27,6320.75,RUB,health,СМ-Клиника,Покупка в СМ-Клиника
TX000648,2025-10-28,4077.65,RUB,health,СМ-Клиника,Покупка в СМ-Клиника
TX000054,2025-10-29,3363.12,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000179,2025-10-30,1696.13,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000269,2025-10-30,4974.4,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000439,2025-10-30,222.83,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000617,2025-10-30,5462.89,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000333,2025-10-31,27685.36,RUB,shopping,Lamoda,Покупка в Lamoda
TX000380,2025-10-31,878.86,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000358,2025-11-01,1130.74,RUB,food,Лента,Покупка в Лента
TX000692,2025-11-01,1611.23,RUB,transport,Uber,Покупка в Uber
TX000725,2025-11-01,2973.53,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000161,2025-11-02,6326.29,RUB,health,Медицина,Покупка в Медицина
TX000644,2025-11-02,22490.97,RUB,shopping,DNS,Покупка в DNS
TX000874,2025-11-02,573.47,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000009,2025-11-03,664.24,RUB,food,Магнит,Покупка в Магнит
TX000237,2025-11-03,3462.19,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000261,2025-11-03,1934.4,RUB,entertainment,Кинопоиск,Покупка в Кинопоиск
TX000917,2025-11-03,6979.56,RUB,health,Здоровье плюс,Покупка в Здоровье плюс
TX000956,2025-11-04,24572.43,RUB,shopping,DNS,Покупка в DNS
TX000007,2025-11-05,21095.11,RUB,shopping,Ozon,Покупка в Ozon
TX000189,2025-11-05,14622.07,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000496,2025-11-06,2090.74,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000008,2025-11-07,4794.62,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000148,2025-11-07,1418.63,RUB,transport,Uber,Покупка в Uber
TX000615,2025-11-07,3790.82,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000119,2025-11-08,3238.12,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000810,2025-11-08,2643.88,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000961,2025-11-08,28434.24,RUB,shopping,Ozon,Покупка в Ozon
TX000096,2025-11-09,1486.48,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000379,2025-11-09,8745.47,RUB,other,Подписка,Покупка в Подписка
TX000423,2025-11-09,22188.02,RUB,shopping,DNS,Покупка в DNS
TX000603,2025-11-09,4373.47,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000050,2025-11-10,4546.02,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000431,2025-11-10,4355.83,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000837,2025-11-10,366.74,RUB,transport,Uber,Покупка в Uber
TX000921,2025-11-10,2679.77,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000314,2025-11-13,16676.51,RUB,shopping,DNS,Покупка в DNS
TX000337,2025-11-13,1669.2,RUB,entertainment,Театр.ру,Покупка в Театр.ру
TX000352,2025-11-13,1274.59,RUB,transport,Яндекс.Такси,Покупка в Яндекс.Такси
TX000912,2025-11-13,2107.3,RUB,food,Лента,Покупка в Лента
TX000220,2025-11-14,1709.68,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000861,2025-11-14,5820.42,RUB,health,Здоровье плюс,Покупка в Здоровье плюс
TX000116,2025-11-15,1859.32,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000238,2025-11-15,1193.91,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000370,2025-11-15,1990.33,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000436,2025-11-15,1681.88,RUB,transport,Uber,Покупка в Uber
TX000668,2025-11-15,1348.16,RUB,health,Медицина,Покупка в Медицина
TX000134,2025-11-16,8515.6,RUB,shopping,Ozon,Покупка в Ozon
TX000406,2025-11-16,2322.93,RUB,other,Снятие наличных,Покупка в Снятие наличных
TX000479,2025-11-16,1006.49,RUB,transport,Uber,Покупка в Uber
TX000481,2025-11-16,17068.71,RUB,shopping,DNS,Покупка в DNS
TX000800,2025-11-16,2198.03,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000774,2025-11-17,5927.85,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000072,2025-11-18,1739.16,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000428,2025-11-18,4451.79,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000639,2025-11-18,27898.61,RUB,shopping,Ozon,Покупка в Ozon
TX000766,2025-11-18,28915.84,RUB,shopping,Lamoda,Покупка в Lamoda
TX000073,2025-11-19,4183.49,RUB,utilities,Мосэнергосбыт,Покупка в Мосэнергосбыт
TX000105,2025-11-19,2285.91,RUB,food,Лента,Покупка в Лента
TX000350,2025-11-19,2771.37,RUB,transport,СитиМобил,Покупка в СитиМобил
TX000447,2025-11-19,11325.02,RUB,shopping,DNS,Покупка в DNS
TX000669,2025-11-19,6425.12,RUB,shopping,М.Видео,Покупка в М.Видео
TX000708,2025-11-19,4196.61,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000970,2025-11-19,3950.57,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000045,2025-11-20,6433.96,RUB,shopping,М.Видео,Покупка в М.Видео
TX000157,2025-11-20,5828.98,RUB,other,Перевод,Покупка в Перевод
TX000691,2025-11-20,880.04,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000272,2025-11-21,19567.05,RUB,shopping,М.Видео,Покупка в М.Видео
TX000366,2025-11-21,15466.44,RUB,shopping,Lamoda,Покупка в Lamoda
TX000382,2025-11-21,4702.41,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000781,2025-11-21,1326.63,RUB,entertainment,Театр.ру,Покупка в Театр.ру
TX000091,2025-11-22,771.55,RUB,entertainment,Wink,Покупка в Wink
TX000343,2025-11-22,16044.56,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000567,2025-11-22,3429.29,RUB,food,Магнит,Покупка в Магнит
TX000811,2025-11-22,2006.12,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000962,2025-11-22,10980.86,RUB,shopping,Ozon,Покупка в Ozon
TX000177,2025-11-23,3520.58,RUB,food,Магнит,Покупка в Магнит
TX000196,2025-11-23,4952.15,RUB,food,Лента,Покупка в Лента
TX000437,2025-11-23,3372.41,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000943,2025-11-23,2243.41,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000923,2025-11-24,2358.26,RUB,utilities,ЖКУ,Покупка в ЖКУ
TX000114,2025-11-25,18657.69,RUB,shopping,Ozon,Покупка в Ozon
TX000550,2025-11-25,4779.37,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000661,2025-11-25,4595.78,RUB,shopping,Ozon,Покупка в Ozon
TX000455,2025-11-26,1593.74,RUB,food,Лента,Покупка в Лента
TX000140,2025-11-27,2833.95,RUB,transport,Яндекс.Такси,Покупка в Яндекс.Такси
TX000235,2025-11-27,1557.63,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000707,2025-11-27,3588.74,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000724,2025-11-27,3806.46,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000966,2025-11-27,1712.18,RUB,entertainment,Ресторан,Покупка в Ресторан
TX000065,2025-11-28,5066.51,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000184,2025-11-28,25062.54,RUB,shopping,Wildberries,Покупка в Wildberries
TX000277,2025-11-28,5820.61,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000545,2025-11-28,22230.23,RUB,shopping,Wildberries,Покупка в Wildberries
TX000954,2025-11-28,3345.92,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000997,2025-11-28,7064.02,RUB,other,Снятие наличных,Покупка в Снятие наличных
TX000011,2025-11-29,578.24,RUB,food,Магнит,Покупка в Магнит
TX000670,2025-11-30,4849.88,RUB,food,Магнит,Покупка в Магнит
TX000675,2025-11-30,2911.5,RUB,utilities,Мосэнергосбыт,Покупка в Мосэнергосбыт
TX000539,2025-12-01,7511.89,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000586,2025-12-01,818.5,RUB,entertainment,Кинопоиск,Покупка в Кинопоиск
TX000201,2025-12-02,1462.88,RUB,shopping,Lamoda,Покупка в Lamoda
TX000250,2025-12-02,19119.25,RUB,shopping,Ozon,Покупка в Ozon
TX000524,2025-12-02,2536.49,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000719,2025-12-02,1279.25,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000268,2025-12-03,5080.61,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000367,2025-12-03,510.49,RUB,entertainment,Кинопоиск,Покупка в Кинопоиск
TX000490,2025-12-03,20339.36,RUB,shopping,М.Видео,Покупка в М.Видео
TX000401,2025-12-04,25609.4,RUB,shopping,DNS,Покупка в DNS
TX000745,2025-12-04,2367.73,RUB,health,СМ-Клиника,Покупка в СМ-Клиника
TX000292,2025-12-06,18661.74,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000730,2025-12-06,3001.28,RUB,health,Медицина,Покупка в Медицина
TX000849,2025-12-06,184.98,RUB,transport,Uber,Покупка в Uber
TX000058,2025-12-07,1860.96,RUB,entertainment,Театр.ру,Покупка в Театр.ру
TX000329,2025-12-07,1165.93,RUB,transport,АЗС Лукойл,Покупка в АЗС Лукойл
TX000233,2025-12-08,3496.9,RUB,entertainment,Театр.ру,Покупка в Театр.ру
TX000734,2025-12-08,9195.81,RUB,other,Снятие наличных,Покупка в Снятие наличных
TX000919,2025-12-08,1605.24,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000950,2025-12-08,3274.85,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000313,2025-12-09,290.48,RUB,transport,Uber,Покупка в Uber
TX000365,2025-12-09,3230.65,RUB,food,Магнит,Покупка в Магнит
TX000468,2025-12-09,4790.49,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000625,2025-12-09,361.89,RUB,entertainment,Кинопоиск,Покупка в Кинопоиск
TX000142,2025-12-10,4059.37,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000332,2025-12-10,659.24,RUB,utilities,Мобильный оператор,Покупка в Мобильный оператор
TX000647,2025-12-10,393.29,RUB,other,Снятие наличных,Покупка в Снятие наличных
TX000654,2025-12-11,2334.73,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000721,2025-12-12,2419.04,RUB,entertainment,Кинопоиск,Покупка в Кинопоиск
TX000790,2025-12-12,3798.93,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000922,2025-12-12,22499.62,RUB,shopping,Wildberries,Покупка в Wildberries
TX000940,2025-12-12,4227.32,RUB,utilities,Мосэнергосбыт,Покупка в Мосэнергосбыт
TX000024,2025-12-14,1430.67,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000104,2025-12-14,1057.13,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000198,2025-12-14,3940.33,RUB,utilities,Мосэнергосбыт,Покупка в Мосэнергосбыт
TX000246,2025-12-14,4747.96,RUB,other,Перевод,Покупка в Перевод
TX000473,2025-12-14,3900.91,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000491,2025-12-14,1894.43,RUB,entertainment,Кинопоиск,Покупка в Кинопоиск
TX000876,2025-12-14,3739.05,RUB,health,Здоровье плюс,Покупка в Здоровье плюс
TX000025,2025-12-15,2894.57,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000034,2025-12-15,4404.09,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000087,2025-12-15,3258.14,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000147,2025-12-16,1072.3,RUB,food,Магнит,Покупка в Магнит
TX000789,2025-12-17,2710.43,RUB,food,Перекрёсток,Покупка в Перекрёсток
TX000937,2025-12-17,10655.35,RUB,shopping,Lamoda,Покупка в Lamoda
TX000276,2025-12-18,3372.75,RUB,entertainment,Okko,Покупка в Okko
TX000544,2025-12-18,1430.85,RUB,transport,АЗС Газпром,Покупка в АЗС Газпром
TX000877,2025-12-18,525.41,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
